,listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,extra_people,guests_included,new_price
1158079,18749621,2020-03-09,t,33.0,33.0,1.0,300.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1613,-8.61701,2,1.0,1.0,1.0,0.0,10.0,0.0,1.0,3.49650756146648
1158432,18647613,2020-03-09,f,75.0,75.0,2.0,1125.0,Bonfim,PORTO,41.14764,-8.60195,5,1.0,3.0,3.0,100.0,25.0,15.0,2.0,4.31748811353631
1158790,18869708,2020-03-09,f,70.0,70.0,2.0,1125.0,Matosinhos e Leça da Palmeira,MATOSINHOS,41.17397,-8.68858,2,1.0,1.0,1.0,0.0,20.0,0.0,1.0,4.248495242049359
1159010,18753672,2020-03-09,f,29.0,29.0,2.0,15.0,Matosinhos e Leça da Palmeira,MATOSINHOS,41.18089,-8.68894,2,2.0,1.0,1.0,0.0,20.0,20.0,1.0,3.367295829986474
1159360,18649268,2020-03-09,t,72.0,72.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1614,-8.60473,4,2.0,2.0,4.0,150.0,30.0,20.0,2.0,4.276666119016055
1159715,18653620,2020-03-09,f,70.0,70.0,4.0,1125.0,Arcozelo,VILA NOVA DE GAIA,41.04262,-8.63045,5,2.0,2.0,4.0,0.0,0.0,10.0,4.0,4.248495242049359
1160071,18875035,2020-03-09,t,120.0,120.0,2.0,1125.0,"Aldoar, Foz do Douro e Nevogilde",PORTO,41.1536,-8.67382,4,1.0,1.0,3.0,150.0,0.0,10.0,2.0,4.787491742782046
1160420,18753771,2020-03-09,f,55.0,55.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14568,-8.61347,8,1.0,3.0,4.0,125.0,30.0,20.0,6.0,4.007333185232471
1160777,18875625,2020-03-09,t,35.0,35.0,2.0,1125.0,Matosinhos e Leça da Palmeira,MATOSINHOS,41.19149,-8.70447,4,1.0,2.0,2.0,150.0,40.0,5.0,2.0,3.555348061489413
1161129,18653937,2020-03-09,f,80.0,80.0,1.0,90.0,Canidelo,VILA NOVA DE GAIA,41.12278,-8.66548,5,1.0,2.0,4.0,0.0,0.0,5.0,4.0,4.382026634673881
1161482,18754247,2020-03-09,t,110.0,110.0,3.0,1000.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14443,-8.61149,4,2.0,2.0,2.0,0.0,25.0,0.0,1.0,4.700480365792417
1161845,18876810,2020-03-09,f,25.0,25.0,2.0,30.0,Bonfim,PORTO,41.15504,-8.59918,2,2.0,1.0,1.0,0.0,8.0,0.0,2.0,3.218875824868201
1162207,18755403,2020-03-09,t,42.0,42.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15488,-8.60542,4,1.0,1.0,2.0,0.0,10.0,5.0,2.0,3.737669618283368
1162488,18655095,2020-03-09,f,45.0,45.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.16141,-8.6191,6,2.0,3.0,4.0,0.0,40.0,10.0,4.0,3.80666248977032
1162842,18755700,2020-03-09,t,30.0,30.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.16278,-8.61706,2,1.0,1.0,1.0,0.0,10.0,0.0,1.0,3.4011973816621555
1163194,18655334,2020-03-09,f,40.0,40.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.16145,-8.62043,5,1.0,3.0,4.0,0.0,40.0,10.0,4.0,3.688879454113936
1163548,18876911,2020-03-09,f,60.0,60.0,1.0,31.0,Bonfim,PORTO,41.14546,-8.59851,4,1.0,1.0,2.0,0.0,20.0,5.0,2.0,4.0943445622221
1163904,18755789,2020-03-09,t,30.0,30.0,1.0,300.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.16311,-8.61744,2,1.0,1.0,1.0,0.0,10.0,0.0,1.0,3.4011973816621555
1164257,18655787,2020-03-09,t,45.0,45.0,2.0,568.0,Canidelo,VILA NOVA DE GAIA,41.12356,-8.66041,4,1.0,1.0,2.0,0.0,25.0,10.0,2.0,3.80666248977032
1164608,18882167,2020-03-09,f,80.0,80.0,1.0,30.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1426,-8.61427,2,1.0,1.0,2.0,100.0,5.0,15.0,1.0,4.382026634673881
1164857,18755885,2020-03-09,t,30.0,30.0,1.0,300.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.16189,-8.61593,2,1.0,1.0,1.0,0.0,10.0,0.0,1.0,3.4011973816621555
1165210,18656296,2020-03-09,f,30.0,30.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15643,-8.62143,3,1.0,1.0,1.0,0.0,25.0,10.0,2.0,3.4011973816621555
1165490,18756005,2020-03-09,t,34.0,34.0,1.0,300.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.16314,-8.6177,2,1.0,1.0,1.0,0.0,10.0,0.0,1.0,3.5263605246161616
1165840,18660845,2020-03-09,f,28.0,28.0,2.0,10.0,Bonfim,PORTO,41.14351,-8.59631,2,1.0,2.0,1.0,100.0,16.0,0.0,1.0,3.332204510175204
1166204,18883201,2020-03-09,f,95.0,95.0,3.0,1125.0,Ramalde,PORTO,41.16696,-8.63256,4,1.0,2.0,3.0,200.0,23.0,0.0,1.0,4.553876891600541
1166507,18757243,2020-03-09,f,54.0,54.0,3.0,63.0,Lordelo do Ouro e Massarelos,PORTO,41.15598,-8.6449,7,2.0,3.0,7.0,0.0,19.0,12.0,4.0,3.9889840465642745
1166872,18662834,2020-03-09,f,540.0,540.0,99.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15118,-8.6212,4,1.0,1.0,1.0,100.0,20.0,10.0,2.0,6.29156913955832
1166884,18886681,2020-03-09,t,43.0,43.0,2.0,30.0,Paranhos,PORTO,41.16637,-8.61107,5,2.0,2.0,3.0,0.0,20.0,0.0,3.0,3.7612001156935615
1167235,18664005,2020-03-09,f,30.0,30.0,1.0,1125.0,Arcozelo,VILA NOVA DE GAIA,41.06389,-8.62879,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.4011973816621555
1167584,18765074,2020-03-09,t,50.0,50.0,2.0,1125.0,Bonfim,PORTO,41.15099,-8.5907,6,1.0,2.0,2.0,0.0,0.0,10.0,2.0,3.912023005428146
1167936,18887076,2020-03-09,t,120.0,120.0,2.0,1125.0,"Aldoar, Foz do Douro e Nevogilde",PORTO,41.15344,-8.67526,4,1.0,1.0,4.0,150.0,0.0,10.0,2.0,4.787491742782046
1168291,18667595,2020-03-09,t,60.0,60.0,7.0,1125.0,Bonfim,PORTO,41.14887,-8.60143,3,1.0,1.0,2.0,0.0,30.0,20.0,2.0,4.0943445622221
1168647,18767375,2020-03-09,t,30.0,30.0,1.0,1125.0,Cepelos,VALE DE CAMBRA,40.83703,-8.328,4,1.0,1.0,2.0,0.0,30.0,0.0,4.0,3.4011973816621555
1168997,18887807,2020-03-09,t,280.0,280.0,2.0,1125.0,Vilar de Andorinho,VILA NOVA DE GAIA,41.111,-8.56459,9,2.0,3.0,6.0,0.0,15.0,30.0,7.0,5.634789603169249
1169345,18668887,2020-03-09,f,50.0,50.0,3.0,1125.0,Bonfim,PORTO,41.15224,-8.59711,4,1.0,1.0,2.0,0.0,0.0,5.0,1.0,3.912023005428146
1169699,18767871,2020-03-09,f,60.0,60.0,2.0,1125.0,Bonfim,PORTO,41.15097,-8.59073,4,1.0,2.0,2.0,0.0,0.0,10.0,2.0,4.0943445622221
1170053,18669897,2020-03-09,f,540.0,540.0,99.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15121,-8.6212,4,1.0,1.0,2.0,100.0,25.0,15.0,2.0,6.29156913955832
1170065,18891595,2020-03-09,f,55.0,55.0,3.0,100.0,Matosinhos e Leça da Palmeira,MATOSINHOS,41.17697,-8.68434,2,1.0,1.0,1.0,100.0,35.0,10.0,2.0,4.007333185232471
1170281,18769857,2020-03-09,t,37.0,37.0,1.0,365.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.16112,-8.61902,2,1.0,0.0,1.0,150.0,23.0,17.0,1.0,3.610917912644224
1170635,18672311,2020-03-09,f,42.0,42.0,3.0,365.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15051,-8.60991,4,1.0,1.0,2.0,100.0,20.0,15.0,2.0,3.737669618283368
1170999,18771279,2020-03-09,t,30.0,30.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14654,-8.61294,2,1.0,0.0,2.0,0.0,15.0,0.0,1.0,3.4011973816621555
1171356,18892304,2020-03-09,t,49.0,49.0,2.0,22.0,Paranhos,PORTO,41.16596,-8.61112,5,2.0,2.0,3.0,0.0,20.0,0.0,2.0,3.8918202981106265
1171547,18773478,2020-03-09,f,40.0,40.0,5.0,30.0,Matosinhos e Leça da Palmeira,MATOSINHOS,41.17672,-8.6699,2,1.0,1.0,1.0,0.0,5.0,0.0,1.0,3.688879454113936
1171873,18672403,2020-03-09,t,61.0,61.0,3.0,365.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15051,-8.60991,4,1.0,1.0,2.0,100.0,20.0,15.0,2.0,4.110873864173311
1172237,18780832,2020-03-09,f,65.0,65.0,2.0,1125.0,Bonfim,PORTO,41.14972,-8.60206,4,1.0,2.0,2.0,0.0,10.0,10.0,2.0,4.174387269895637
1172594,18679337,2020-03-09,t,45.0,45.0,2.0,1125.0,Bonfim,PORTO,41.15432,-8.59963,2,1.0,1.0,1.0,0.0,15.0,0.0,1.0,3.80666248977032
1172949,18902720,2020-03-09,t,33.0,33.0,1.0,1125.0,Matosinhos e Leça da Palmeira,MATOSINHOS,41.18449,-8.67178,3,1.0,1.0,3.0,0.0,0.0,0.0,1.0,3.49650756146648
1173300,18782235,2020-03-09,f,125.0,125.0,2.0,31.0,Lordelo do Ouro e Massarelos,PORTO,41.16019,-8.63621,10,3.0,5.0,5.0,0.0,0.0,15.0,9.0,4.8283137373023015
1173469,18681584,2020-03-09,f,58.0,58.0,60.0,60.0,Bonfim,PORTO,41.15775,-8.6018,2,1.0,1.0,1.0,0.0,35.0,0.0,1.0,4.060443010546419
1173514,18685089,2020-03-09,f,50.0,50.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15129,-8.60918,3,1.0,0.0,2.0,100.0,16.0,15.0,2.0,3.912023005428146
1173869,18685258,2020-03-09,t,35.0,35.0,3.0,1125.0,Ramalde,PORTO,41.16347,-8.65498,3,1.0,1.0,1.0,0.0,15.0,25.0,2.0,3.555348061489413
1174226,18685853,2020-03-09,f,49.0,49.0,1.0,90.0,Bonfim,PORTO,41.15632,-8.60169,4,1.0,2.0,2.0,0.0,0.0,5.0,1.0,3.8918202981106265
1174584,18787684,2020-03-09,t,35.0,35.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15034,-8.623,4,1.0,1.0,2.0,0.0,25.0,20.0,2.0,3.555348061489413
1174771,18789181,2020-03-09,t,25.0,25.0,2.0,1125.0,Ramalde,PORTO,41.16191,-8.63547,2,1.0,1.0,1.0,0.0,0.0,10.0,2.0,3.218875824868201
1174783,18789378,2020-03-09,f,55.0,55.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14765,-8.62097,4,1.0,2.0,3.0,200.0,25.0,0.0,1.0,4.007333185232471
1174862,18903239,2020-03-09,t,320.0,320.0,2.0,30.0,Vila do Conde,VILA DO CONDE,41.34958,-8.74735,8,2.0,4.0,5.0,0.0,0.0,0.0,1.0,5.768320995793772
1175213,18903709,2020-03-09,t,60.0,60.0,2.0,1125.0,Paranhos,PORTO,41.1688,-8.59996,8,2.0,3.0,4.0,0.0,40.0,10.0,4.0,4.0943445622221
1175318,18905072,2020-03-09,f,33.0,33.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15301,-8.60747,2,1.0,0.0,1.0,0.0,25.0,10.0,2.0,3.49650756146648
1175511,18799951,2020-03-09,t,55.0,55.0,1.0,1125.0,Campanhã,PORTO,41.14985,-8.58554,2,1.0,1.0,1.0,0.0,15.0,0.0,2.0,4.007333185232471
1175863,18689586,2020-03-09,t,45.0,45.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1466,-8.60902,2,1.0,0.0,1.0,0.0,25.0,0.0,1.0,3.80666248977032
1176218,18907985,2020-03-09,t,52.0,52.0,2.0,270.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15058,-8.61399,4,1.0,1.0,3.0,200.0,20.0,15.0,2.0,3.951243718581428
1176573,18801374,2020-03-09,f,34.0,34.0,2.0,1125.0,Bonfim,PORTO,41.14536,-8.59792,3,1.0,1.0,1.0,0.0,30.0,20.0,2.0,3.5263605246161616
1176934,18690178,2020-03-09,f,100.0,100.0,2.0,1124.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15204,-8.60949,6,2.0,3.0,3.0,100.0,40.0,0.0,4.0,4.605170185988092
1177291,18804160,2020-03-09,f,38.0,38.0,2.0,15.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15479,-8.60655,4,1.0,1.0,1.0,0.0,20.0,0.0,1.0,3.6375861597263857
1177336,18690301,2020-03-09,t,29.0,29.0,2.0,1125.0,Bonfim,PORTO,41.14793,-8.59783,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.367295829986474
1177691,18909301,2020-03-09,t,35.0,35.0,2.0,1125.0,Paranhos,PORTO,41.1671,-8.61001,4,1.0,2.0,3.0,0.0,35.0,10.0,4.0,3.555348061489413
1178042,18804938,2020-03-09,f,55.0,55.0,1.0,1125.0,Campanhã,PORTO,41.15097,-8.58693,4,1.0,1.0,1.0,0.0,15.0,15.0,2.0,4.007333185232471
1178395,18805225,2020-03-09,f,55.0,55.0,1.0,1125.0,Campanhã,PORTO,41.15136,-8.58534,3,1.0,1.0,2.0,0.0,15.0,15.0,2.0,4.007333185232471
1178747,18690551,2020-03-09,f,100.0,100.0,2.0,15.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15031,-8.62134,2,1.0,1.0,1.0,0.0,25.0,30.0,2.0,4.605170185988092
1179025,18690683,2020-03-09,f,60.0,60.0,2.0,1120.0,Bonfim,PORTO,41.14434,-8.59815,4,2.0,2.0,2.0,0.0,35.0,10.0,4.0,4.0943445622221
1179245,18805471,2020-03-09,f,55.0,55.0,1.0,1125.0,Campanhã,PORTO,41.15078,-8.58651,2,1.0,1.0,1.0,0.0,15.0,0.0,2.0,4.007333185232471
1179598,19037430,2020-03-09,f,36.0,36.0,2.0,15.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15947,-8.60727,3,1.0,1.0,2.0,0.0,20.0,0.0,1.0,3.58351893845611
1179956,18805718,2020-03-09,f,55.0,55.0,1.0,1125.0,Campanhã,PORTO,41.14988,-8.58703,3,1.0,1.0,1.0,0.0,15.0,15.0,2.0,4.007333185232471
1180309,18910676,2020-03-09,t,46.0,46.0,2.0,360.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15387,-8.61039,4,1.0,2.0,2.0,0.0,0.0,5.0,4.0,3.828641396489095
1180662,19042336,2020-03-09,f,18.0,18.0,1.0,5.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.09706,-8.61474,2,1.0,0.0,1.0,0.0,6.0,15.0,2.0,2.8903717578961645
1181012,18805967,2020-03-09,f,55.0,55.0,1.0,1125.0,Campanhã,PORTO,41.14969,-8.58608,3,1.0,1.0,2.0,0.0,15.0,15.0,2.0,4.007333185232471
1181365,18806147,2020-03-09,f,55.0,55.0,1.0,1125.0,Campanhã,PORTO,41.14981,-8.58582,5,1.0,1.0,1.0,0.0,15.0,15.0,2.0,4.007333185232471
1181719,18910704,2020-03-09,t,55.0,55.0,2.0,60.0,São Mamede de Infesta e Senhora da Hora,MATOSINHOS,41.18368,-8.65473,4,1.0,1.0,2.0,0.0,18.0,10.0,2.0,4.007333185232471
1182076,18806161,2020-03-09,f,24.0,24.0,1.0,1125.0,"Custóias, Leça do Balio e Guifões",MATOSINHOS,41.2265,-8.64351,2,1.0,1.0,2.0,0.0,0.0,6.0,2.0,3.1780538303479458
1182296,19046300,2020-03-09,t,40.0,40.0,2.0,1124.0,Bonfim,PORTO,41.15724,-8.59373,4,1.0,2.0,2.0,100.0,40.0,0.0,1.0,3.688879454113936
1182538,18913558,2020-03-09,t,58.0,58.0,2.0,1125.0,Paranhos,PORTO,41.16582,-8.61118,5,2.0,3.0,3.0,150.0,30.0,15.0,2.0,4.060443010546419
1182892,19046780,2020-03-09,t,55.0,55.0,2.0,1125.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13679,-8.61251,4,1.0,2.0,2.0,0.0,30.0,10.0,1.0,4.007333185232471
1183243,18807552,2020-03-09,t,55.0,55.0,2.0,60.0,Bonfim,PORTO,41.1486,-8.60171,6,1.0,2.0,2.0,0.0,25.0,19.0,4.0,4.007333185232471
1183600,18914284,2020-03-09,f,119.0,119.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14374,-8.618,4,1.0,2.0,2.0,0.0,0.0,0.0,1.0,4.77912349311153
1183955,19047079,2020-03-09,t,50.0,50.0,2.0,1125.0,Bonfim,PORTO,41.15099,-8.5907,4,1.0,1.0,1.0,0.0,0.0,10.0,2.0,3.912023005428146
1184308,18914597,2020-03-09,f,50.0,50.0,2.0,1125.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13443,-8.60787,6,1.0,3.0,3.0,100.0,20.0,0.0,1.0,3.912023005428146
1184320,18807750,2020-03-09,f,55.0,55.0,1.0,1125.0,Campanhã,PORTO,41.15212,-8.58553,3,1.0,1.0,2.0,0.0,15.0,15.0,2.0,4.007333185232471
1184674,18923951,2020-03-09,f,30.0,30.0,2.0,1125.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13456,-8.6086,2,1.0,0.0,1.0,0.0,25.0,0.0,1.0,3.4011973816621555
1184686,18808420,2020-03-09,f,28.0,28.0,2.0,20.0,Bonfim,PORTO,41.15297,-8.5988,2,2.0,1.0,2.0,0.0,8.0,10.0,3.0,3.332204510175204
1185042,19047201,2020-03-09,t,35.0,35.0,1.0,1125.0,Gulpilhares e Valadares,VILA NOVA DE GAIA,41.07111,-8.64787,2,1.0,1.0,1.0,0.0,5.0,0.0,1.0,3.555348061489413
1185342,18927079,2020-03-09,f,90.0,90.0,2.0,1125.0,Ramalde,PORTO,41.16733,-8.63801,6,2.0,3.0,6.0,100.0,25.0,0.0,1.0,4.499809670330265
1185533,18822202,2020-03-09,t,29.0,29.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15522,-8.60511,4,1.0,1.0,2.0,0.0,25.0,10.0,2.0,3.367295829986474
1185772,19048210,2020-03-09,f,36.0,36.0,3.0,90.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15889,-8.61002,4,1.0,1.0,1.0,150.0,0.0,20.0,2.0,3.58351893845611
1186124,19049757,2020-03-09,t,56.0,56.0,2.0,1125.0,"Aldoar, Foz do Douro e Nevogilde",PORTO,41.16132,-8.68066,3,1.0,1.0,2.0,150.0,30.0,25.0,2.0,4.02535169073515
1186451,18822505,2020-03-09,f,33.0,33.0,2.0,1124.0,Matosinhos e Leça da Palmeira,MATOSINHOS,41.18164,-8.69064,2,1.0,1.0,1.0,0.0,30.0,0.0,1.0,3.49650756146648
1186775,18928044,2020-03-09,f,26.0,26.0,2.0,15.0,Bonfim,PORTO,41.15035,-8.59996,4,1.0,1.0,2.0,0.0,10.0,10.0,2.0,3.258096538021482
1187131,19050582,2020-03-09,t,45.0,45.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14511,-8.61434,3,1.0,1.0,3.0,0.0,15.0,0.0,2.0,3.80666248977032
1187489,18825349,2020-03-09,t,55.0,55.0,1.0,1000.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14377,-8.61279,4,2.0,2.0,4.0,0.0,40.0,0.0,4.0,4.007333185232471
1187845,18825476,2020-03-09,t,75.0,75.0,2.0,31.0,Bonfim,PORTO,41.15627,-8.59933,4,1.0,2.0,2.0,0.0,15.0,0.0,1.0,4.31748811353631
1188204,19050620,2020-03-09,f,120.0,120.0,2.0,1120.0,Lordelo do Ouro e Massarelos,PORTO,41.15997,-8.63792,9,3.0,3.0,6.0,0.0,0.0,15.0,4.0,4.787491742782046
1188557,18929930,2020-03-09,t,40.0,40.0,3.0,30.0,Vilar de Andorinho,VILA NOVA DE GAIA,41.09573,-8.58704,4,1.0,2.0,2.0,0.0,0.0,0.0,1.0,3.688879454113936
1188908,19050996,2020-03-09,t,40.0,40.0,2.0,1125.0,Bonfim,PORTO,41.14897,-8.59954,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.688879454113936
1189260,18827048,2020-03-09,f,43.0,43.0,1.0,788.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1447,-8.61249,2,1.0,1.0,2.0,0.0,40.0,0.0,1.0,3.7612001156935615
1189624,18930759,2020-03-09,t,55.0,55.0,2.0,31.0,Bonfim,PORTO,41.15444,-8.59976,2,1.0,1.0,1.0,0.0,15.0,0.0,1.0,4.007333185232471
1189978,18831192,2020-03-09,f,25.0,25.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15673,-8.61942,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.218875824868201
1190337,19054779,2020-03-09,f,50.0,50.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15562,-8.60975,4,1.0,1.0,2.0,0.0,0.0,10.0,1.0,3.912023005428146
1190696,18832894,2020-03-09,f,60.0,60.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15618,-8.60503,4,1.0,0.0,3.0,100.0,15.0,10.0,2.0,4.0943445622221
1191058,19059249,2020-03-09,f,47.0,47.0,2.0,1125.0,Campanhã,PORTO,41.1433,-8.58689,6,2.0,2.0,5.0,0.0,39.0,7.0,4.0,3.8501476017100575
1191384,18931259,2020-03-09,f,50.0,50.0,30.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15411,-8.62169,6,2.0,3.0,6.0,200.0,50.0,0.0,6.0,3.912023005428146
1191738,18832921,2020-03-09,t,216.0,216.0,2.0,365.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14164,-8.61447,8,2.0,3.0,5.0,0.0,25.0,10.0,2.0,5.375278407684165
1192093,19062225,2020-03-09,t,75.0,75.0,3.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15439,-8.60663,6,2.0,3.0,3.0,0.0,20.0,10.0,4.0,4.31748811353631
1192450,18833891,2020-03-09,t,32.0,32.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14723,-8.61459,2,1.0,0.0,2.0,0.0,15.0,0.0,1.0,3.4657359027997265
1192804,18931384,2020-03-09,t,39.0,39.0,1.0,1125.0,São João da Madeira,SÃO JOÃO DA MADEIRA,40.90021,-8.49354,2,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.6635616461296463
1193157,18946477,2020-03-09,f,28.0,28.0,2.0,1125.0,Oliveira do Douro,VILA NOVA DE GAIA,41.13099,-8.60224,2,1.0,1.0,1.0,0.0,7.0,0.0,1.0,3.332204510175204
1193517,19063528,2020-03-09,t,50.0,50.0,2.0,1125.0,Bonfim,PORTO,41.15099,-8.5907,6,1.0,2.0,3.0,0.0,0.0,10.0,2.0,3.912023005428146
1193871,18842060,2020-03-09,f,50.0,50.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15144,-8.61694,2,1.0,1.0,1.0,0.0,25.0,10.0,2.0,3.912023005428146
1193951,19065958,2020-03-09,f,40.0,40.0,2.0,1125.0,Bonfim,PORTO,41.1514,-8.60239,2,1.0,1.0,1.0,0.0,10.0,0.0,1.0,3.688879454113936
1194307,18847798,2020-03-09,f,40.0,40.0,3.0,31.0,Anta e Guetim,ESPINHO,41.01006,-8.62785,8,2.0,3.0,5.0,500.0,35.0,15.0,2.0,3.688879454113936
1194665,18947271,2020-03-09,t,35.0,35.0,2.0,1125.0,"AVer-o-Mar, Amorim e Terroso",PÓVOA DE VARZIM,41.39775,-8.77774,4,1.0,1.0,1.0,0.0,20.0,15.0,2.0,3.555348061489413
1194965,19068293,2020-03-09,f,59.0,59.0,3.0,28.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.1348,-8.60689,8,2.0,3.0,3.0,180.0,20.0,0.0,1.0,4.07753744390572
1195329,18849075,2020-03-09,f,50.0,50.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14909,-8.61452,4,1.0,1.0,2.0,200.0,25.0,20.0,2.0,3.912023005428146
1195659,18850474,2020-03-09,t,99.0,99.0,3.0,1125.0,Oliveira do Douro,VILA NOVA DE GAIA,41.13558,-8.58562,4,1.0,0.0,2.0,0.0,0.0,20.0,2.0,4.59511985013459
1196010,18947908,2020-03-09,f,75.0,75.0,2.0,1125.0,Espinho,ESPINHO,41.0036,-8.64546,4,1.0,1.0,1.0,500.0,0.0,20.0,2.0,4.31748811353631
1196361,19069610,2020-03-09,f,50.0,50.0,2.0,1125.0,Lordelo do Ouro e Massarelos,PORTO,41.14594,-8.63031,4,1.0,1.0,2.0,0.0,25.0,15.0,2.0,3.912023005428146
1196712,18851676,2020-03-09,t,87.0,87.0,3.0,120.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15055,-8.60363,5,1.0,2.0,3.0,0.0,30.0,15.0,2.0,4.465908118654584
1197069,18852713,2020-03-09,f,90.0,90.0,3.0,1125.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13505,-8.60808,4,1.0,2.0,3.0,200.0,25.0,50.0,4.0,4.499809670330265
1197423,18949189,2020-03-09,t,22.0,22.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14904,-8.61256,3,1.0,1.0,3.0,0.0,0.0,13.0,1.0,3.091042453358316
