,listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,extra_people,guests_included,new_price
3410089,39270349,2020-03-09,t,90.0,90.0,1.0,1125.0,Arcozelo,VILA NOVA DE GAIA,41.0476,-8.64973,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.499809670330265
3410225,39435335,2020-03-09,f,45.0,45.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14928,-8.60592,2,1.0,1.0,2.0,0.0,0.0,10.0,1.0,3.80666248977032
3410581,39272048,2020-03-09,f,30.0,30.0,30.0,210.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15302,-8.61113,3,1.0,1.0,3.0,0.0,20.0,7.0,2.0,3.4011973816621555
3410939,39101373,2020-03-09,f,42.0,38.0,2.0,365.0,Bonfim,PORTO,41.1445,-8.59828,3,1.0,1.0,2.0,0.0,45.0,15.0,2.0,3.737669618283368
3411245,39451021,2020-03-09,t,29.0,29.0,2.0,8.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1498,-8.60632,2,1.0,1.0,1.0,100.0,10.0,30.0,15.0,3.367295829986474
3411350,39272509,2020-03-09,t,62.0,56.0,2.0,31.0,Bonfim,PORTO,41.15077,-8.59423,4,1.0,1.0,2.0,200.0,20.0,15.0,2.0,4.127134385045092
3411702,39286173,2020-03-09,t,200.0,200.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14252,-8.6156,12,2.0,4.0,6.0,0.0,40.0,0.0,1.0,5.298317366548036
3411747,39103223,2020-03-09,f,37.0,37.0,2.0,270.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15392,-8.61314,2,1.0,1.0,1.0,200.0,20.0,0.0,2.0,3.610917912644224
3412102,39454370,2020-03-09,f,70.0,70.0,1.0,15.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15677,-8.61845,10,3.0,4.0,6.0,0.0,30.0,10.0,4.0,4.248495242049359
3412381,39296847,2020-03-09,f,35.0,32.0,1.0,1125.0,Canidelo,VILA NOVA DE GAIA,41.1317,-8.66839,4,1.0,1.0,2.0,0.0,35.0,0.0,2.0,3.555348061489413
3412461,39104243,2020-03-09,t,20.0,20.0,1.0,1125.0,Campanhã,PORTO,41.14452,-8.58652,2,1.0,1.0,2.0,0.0,5.0,0.0,1.0,2.995732273553991
3412827,39106821,2020-03-09,t,64.0,64.0,1.0,28.0,Moreira,MAIA,41.23787,-8.66716,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.158883083359672
3413177,39309515,2020-03-09,f,10.0,10.0,2.0,1125.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.11855,-8.61546,2,1.0,1.0,1.0,0.0,5.0,5.0,1.0,2.302585092994046
3413355,39109277,2020-03-09,t,19.0,19.0,2.0,1125.0,Canidelo,VILA NOVA DE GAIA,41.14052,-8.65015,3,1.0,1.0,1.0,0.0,15.0,20.0,2.0,2.9444389791664403
3413707,39310198,2020-03-09,t,70.0,70.0,3.0,15.0,Rio Tinto,GONDOMAR,41.16964,-8.54689,6,1.0,0.0,4.0,0.0,0.0,0.0,1.0,4.248495242049359
3414058,39126020,2020-03-09,t,29.0,29.0,1.0,1125.0,Campanhã,PORTO,41.14966,-8.5844,1,3.0,1.0,1.0,0.0,0.0,0.0,1.0,3.367295829986474
3414237,39130582,2020-03-09,f,80.0,72.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14323,-8.60323,7,1.0,3.0,5.0,0.0,50.0,10.0,5.0,4.382026634673881
3414459,39455028,2020-03-09,t,29.0,29.0,2.0,30.0,Gulpilhares e Valadares,VILA NOVA DE GAIA,41.0808,-8.64457,6,2.0,2.0,2.0,0.0,30.0,0.0,1.0,3.367295829986474
3414811,39312799,2020-03-09,t,40.0,40.0,2.0,3.0,Paranhos,PORTO,41.16248,-8.60574,3,1.0,2.0,2.0,0.0,15.0,10.0,2.0,3.688879454113936
3415163,39135720,2020-03-09,f,27.0,27.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15911,-8.61639,6,1.0,2.0,3.0,0.0,20.0,5.0,2.0,3.295836866004329
3415515,39328107,2020-03-09,t,75.0,75.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14994,-8.60549,5,1.0,1.0,3.0,0.0,15.0,20.0,2.0,4.31748811353631
3415527,39137965,2020-03-09,t,15.0,15.0,1.0,15.0,Bonfim,PORTO,41.15151,-8.60067,2,1.0,1.0,1.0,0.0,0.0,11.0,1.0,2.70805020110221
3415882,39458585,2020-03-09,t,55.0,55.0,1.0,1125.0,Rio Tinto,GONDOMAR,41.1678,-8.5621,4,1.0,1.0,2.0,0.0,0.0,0.0,1.0,4.007333185232471
3415927,39328576,2020-03-09,t,62.0,62.0,2.0,1125.0,Paranhos,PORTO,41.17774,-8.58605,3,1.0,1.0,2.0,0.0,30.0,0.0,1.0,4.127134385045092
3416260,39150587,2020-03-09,t,36.0,36.0,2.0,100.0,Bonfim,PORTO,41.16125,-8.60261,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.58351893845611
3416620,39462382,2020-03-09,f,300.0,300.0,7.0,1125.0,Ramalde,PORTO,41.17726,-8.62967,10,4.0,3.0,8.0,0.0,0.0,0.0,1.0,5.703782474656201
3416974,39156967,2020-03-09,f,27.0,27.0,2.0,1125.0,Bonfim,PORTO,41.15634,-8.60444,3,1.0,1.0,2.0,0.0,15.0,5.0,2.0,3.295836866004329
3417306,39338549,2020-03-09,f,212.0,254.0,3.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15174,-8.60551,12,5.0,4.0,8.0,200.0,47.0,19.0,6.0,5.356586274672012
3417663,39348131,2020-03-09,t,29.0,29.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.16316,-8.61957,2,1.0,1.0,1.0,200.0,5.0,0.0,1.0,3.367295829986474
3418015,39168598,2020-03-09,t,48.0,48.0,2.0,31.0,Lordelo do Ouro e Massarelos,PORTO,41.15105,-8.65239,6,1.0,2.0,4.0,0.0,25.0,6.0,4.0,3.871201010907891
3418373,39476565,2020-03-09,t,80.0,80.0,1.0,1125.0,Bonfim,PORTO,41.15792,-8.59888,4,1.0,2.0,4.0,2500.0,20.0,0.0,1.0,4.382026634673881
3418725,39349414,2020-03-09,t,30.0,30.0,2.0,270.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.159,-8.60714,2,1.0,1.0,1.0,100.0,20.0,0.0,2.0,3.4011973816621555
3419080,39172071,2020-03-09,f,30.0,30.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14509,-8.61461,6,1.0,2.0,4.0,0.0,15.0,10.0,1.0,3.4011973816621555
3419438,39351500,2020-03-09,t,37.0,37.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15523,-8.61288,3,1.0,1.0,2.0,0.0,22.0,5.0,1.0,3.610917912644224
3419794,39172852,2020-03-09,t,45.0,45.0,2.0,1125.0,Águas Santas,MAIA,41.21417,-8.56069,6,2.0,3.0,5.0,0.0,40.0,0.0,1.0,3.80666248977032
3420144,39477280,2020-03-09,f,49.0,49.0,1.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14345,-8.61682,2,1.0,1.0,1.0,0.0,25.0,0.0,1.0,3.8918202981106265
3420499,39352243,2020-03-09,f,30.0,30.0,2.0,365.0,Rio Tinto,GONDOMAR,41.18159,-8.58091,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.4011973816621555
3420864,39174688,2020-03-09,t,28.0,28.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14743,-8.60936,1,1.0,1.0,1.0,90.0,15.0,0.0,1.0,3.332204510175204
3421219,39174898,2020-03-09,f,29.0,29.0,1.0,1125.0,Campanhã,PORTO,41.14921,-8.58759,2,1.0,0.0,1.0,0.0,15.0,0.0,1.0,3.367295829986474
3421569,39355372,2020-03-09,f,35.0,35.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14245,-8.61851,3,1.0,1.0,2.0,100.0,10.0,10.0,2.0,3.555348061489413
3421675,39478179,2020-03-09,t,308.0,308.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1438,-8.61599,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.730099782973574
